User Start Date:,2025-01-01T00:00:00.000Z
User End Date:,2025-01-10T23:59:59.000Z
User Bounding Box:,"-45, -13.47, 126.4, 51.2"
Fill Value:,999999986991104.0
,
time,mean_M2T1NXAER_5_12_4_BCCMASS
2025-01-01T00:30:00.000000000,1.2265837e-06
2025-01-01T01:30:00.000000000,1.2194814e-06
2025-01-01T02:30:00.000000000,1.2117e-06
2025-01-01T03:30:00.000000000,1.2075794e-06
2025-01-01T04:30:00.000000000,1.1995172e-06
2025-01-01T05:30:00.000000000,1.1914636e-06
2025-01-01T06:30:00.000000000,1.228687e-06
2025-01-01T07:30:00.000000000,1.2203842e-06
2025-01-01T08:30:00.000000000,1.2149493e-06
2025-01-01T09:30:00.000000000,1.3044413e-06
2025-01-01T10:30:00.000000000,1.3042334e-06
2025-01-01T11:30:00.000000000,1.3063243e-06
2025-01-01T12:30:00.000000000,1.3433996e-06
2025-01-01T13:30:00.000000000,1.3420087e-06
2025-01-01T14:30:00.000000000,1.3387381e-06
2025-01-01T15:30:00.000000000,1.3351038e-06
2025-01-01T16:30:00.000000000,1.3297022e-06
2025-01-01T17:30:00.000000000,1.3239018e-06
2025-01-01T18:30:00.000000000,1.3198302e-06
2025-01-01T19:30:00.000000000,1.3129497e-06
2025-01-01T20:30:00.000000000,1.3057966e-06
2025-01-01T21:30:00.000000000,1.2985598e-06
2025-01-01T22:30:00.000000000,1.2911887e-06
2025-01-01T23:30:00.000000000,1.2836889e-06
2025-01-02T00:30:00.000000000,1.2803218e-06
2025-01-02T01:30:00.000000000,1.2710909e-06
2025-01-02T02:30:00.000000000,1.2612263e-06
2025-01-02T03:30:00.000000000,1.2500584e-06
2025-01-02T04:30:00.000000000,1.2397985e-06
2025-01-02T05:30:00.000000000,1.2297592e-06
2025-01-02T06:30:00.000000000,1.237277e-06
2025-01-02T07:30:00.000000000,1.2285394e-06
2025-01-02T08:30:00.000000000,1.2229787e-06
2025-01-02T09:30:00.000000000,1.3057872e-06
2025-01-02T10:30:00.000000000,1.3049735e-06
2025-01-02T11:30:00.000000000,1.3062092e-06
2025-01-02T12:30:00.000000000,1.3159917e-06
2025-01-02T13:30:00.000000000,1.3127251e-06
2025-01-02T14:30:00.000000000,1.3068693e-06
2025-01-02T15:30:00.000000000,1.3256744e-06
2025-01-02T16:30:00.000000000,1.3179525e-06
2025-01-02T17:30:00.000000000,1.3102542e-06
2025-01-02T18:30:00.000000000,1.3049721e-06
2025-01-02T19:30:00.000000000,1.2971575e-06
2025-01-02T20:30:00.000000000,1.2893491e-06
2025-01-02T21:30:00.000000000,1.2815876e-06
2025-01-02T22:30:00.000000000,1.273868e-06
2025-01-02T23:30:00.000000000,1.2661474e-06
2025-01-03T00:30:00.000000000,1.2586139e-06
2025-01-03T01:30:00.000000000,1.2500024e-06
2025-01-03T02:30:00.000000000,1.2409963e-06
2025-01-03T03:30:00.000000000,1.2412121e-06
2025-01-03T04:30:00.000000000,1.2324401e-06
2025-01-03T05:30:00.000000000,1.2241966e-06
2025-01-03T06:30:00.000000000,1.2574036e-06
2025-01-03T07:30:00.000000000,1.2481933e-06
2025-01-03T08:30:00.000000000,1.2410129e-06
2025-01-03T09:30:00.000000000,1.3268491e-06
2025-01-03T10:30:00.000000000,1.3231296e-06
2025-01-03T11:30:00.000000000,1.321486e-06
2025-01-03T12:30:00.000000000,1.3412807e-06
2025-01-03T13:30:00.000000000,1.3378203e-06
2025-01-03T14:30:00.000000000,1.333264e-06
2025-01-03T15:30:00.000000000,1.3389683e-06
2025-01-03T16:30:00.000000000,1.3338843e-06
2025-01-03T17:30:00.000000000,1.3285951e-06
2025-01-03T18:30:00.000000000,1.3342342e-06
2025-01-03T19:30:00.000000000,1.3282488e-06
2025-01-03T20:30:00.000000000,1.3221487e-06
2025-01-03T21:30:00.000000000,1.3160162e-06
2025-01-03T22:30:00.000000000,1.309773e-06
2025-01-03T23:30:00.000000000,1.3033276e-06
2025-01-04T00:30:00.000000000,1.2973431e-06
2025-01-04T01:30:00.000000000,1.2892305e-06
2025-01-04T02:30:00.000000000,1.2802567e-06
2025-01-04T03:30:00.000000000,1.2794746e-06
2025-01-04T04:30:00.000000000,1.2699444e-06
2025-01-04T05:30:00.000000000,1.2603676e-06
2025-01-04T06:30:00.000000000,1.2486229e-06
2025-01-04T07:30:00.000000000,1.239765e-06
2025-01-04T08:30:00.000000000,1.2331935e-06
2025-01-04T09:30:00.000000000,1.2842728e-06
2025-01-04T10:30:00.000000000,1.2817873e-06
2025-01-04T11:30:00.000000000,1.2813889e-06
2025-01-04T12:30:00.000000000,1.3109004e-06
2025-01-04T13:30:00.000000000,1.3066302e-06
2025-01-04T14:30:00.000000000,1.3008959e-06
2025-01-04T15:30:00.000000000,1.3038798e-06
2025-01-04T16:30:00.000000000,1.2966959e-06
2025-01-04T17:30:00.000000000,1.2890933e-06
2025-01-04T18:30:00.000000000,1.2893258e-06
2025-01-04T19:30:00.000000000,1.280461e-06
2025-01-04T20:30:00.000000000,1.2712239e-06
2025-01-04T21:30:00.000000000,1.2617952e-06
2025-01-04T22:30:00.000000000,1.2524864e-06
2025-01-04T23:30:00.000000000,1.2430403e-06
2025-01-05T00:30:00.000000000,1.233434e-06
2025-01-05T01:30:00.000000000,1.2234588e-06
2025-01-05T02:30:00.000000000,1.2131683e-06
2025-01-05T03:30:00.000000000,1.1908908e-06
2025-01-05T04:30:00.000000000,1.1812425e-06
2025-01-05T05:30:00.000000000,1.1720858e-06
2025-01-05T06:30:00.000000000,1.1941692e-06
2025-01-05T07:30:00.000000000,1.1845887e-06
2025-01-05T08:30:00.000000000,1.1766923e-06
2025-01-05T09:30:00.000000000,1.251717e-06
2025-01-05T10:30:00.000000000,1.2470517e-06
2025-01-05T11:30:00.000000000,1.2441175e-06
2025-01-05T12:30:00.000000000,1.2647461e-06
2025-01-05T13:30:00.000000000,1.2603573e-06
2025-01-05T14:30:00.000000000,1.2548779e-06
2025-01-05T15:30:00.000000000,1.2613477e-06
2025-01-05T16:30:00.000000000,1.254664e-06
2025-01-05T17:30:00.000000000,1.2479442e-06
2025-01-05T18:30:00.000000000,1.2420026e-06
2025-01-05T19:30:00.000000000,1.2347359e-06
2025-01-05T20:30:00.000000000,1.2272303e-06
2025-01-05T21:30:00.000000000,1.2196682e-06
2025-01-05T22:30:00.000000000,1.2119052e-06
2025-01-05T23:30:00.000000000,1.2039849e-06
2025-01-06T00:30:00.000000000,1.1958737e-06
2025-01-06T01:30:00.000000000,1.186597e-06
2025-01-06T02:30:00.000000000,1.177181e-06
2025-01-06T03:30:00.000000000,1.1729501e-06
2025-01-06T04:30:00.000000000,1.1633643e-06
2025-01-06T05:30:00.000000000,1.154168e-06
2025-01-06T06:30:00.000000000,1.1686334e-06
2025-01-06T07:30:00.000000000,1.1601867e-06
2025-01-06T08:30:00.000000000,1.1544239e-06
2025-01-06T09:30:00.000000000,1.210523e-06
2025-01-06T10:30:00.000000000,1.2106163e-06
2025-01-06T11:30:00.000000000,1.2126359e-06
2025-01-06T12:30:00.000000000,1.2188364e-06
2025-01-06T13:30:00.000000000,1.2170028e-06
2025-01-06T14:30:00.000000000,1.2132737e-06
2025-01-06T15:30:00.000000000,1.2245492e-06
2025-01-06T16:30:00.000000000,1.2194062e-06
2025-01-06T17:30:00.000000000,1.2142109e-06
2025-01-06T18:30:00.000000000,1.2131987e-06
2025-01-06T19:30:00.000000000,1.2075108e-06
2025-01-06T20:30:00.000000000,1.2015497e-06
2025-01-06T21:30:00.000000000,1.1954064e-06
2025-01-06T22:30:00.000000000,1.1891682e-06
2025-01-06T23:30:00.000000000,1.1825396e-06
2025-01-07T00:30:00.000000000,1.1698239e-06
2025-01-07T01:30:00.000000000,1.1620189e-06
2025-01-07T02:30:00.000000000,1.1538999e-06
2025-01-07T03:30:00.000000000,1.1364478e-06
2025-01-07T04:30:00.000000000,1.1276437e-06
2025-01-07T05:30:00.000000000,1.1189362e-06
2025-01-07T06:30:00.000000000,1.1240816e-06
2025-01-07T07:30:00.000000000,1.1157035e-06
2025-01-07T08:30:00.000000000,1.1103532e-06
2025-01-07T09:30:00.000000000,1.1682288e-06
2025-01-07T10:30:00.000000000,1.1688423e-06
2025-01-07T11:30:00.000000000,1.1716492e-06
2025-01-07T12:30:00.000000000,1.1943575e-06
2025-01-07T13:30:00.000000000,1.193609e-06
2025-01-07T14:30:00.000000000,1.1910049e-06
2025-01-07T15:30:00.000000000,1.2075467e-06
2025-01-07T16:30:00.000000000,1.203221e-06
2025-01-07T17:30:00.000000000,1.1985595e-06
2025-01-07T18:30:00.000000000,1.1977858e-06
2025-01-07T19:30:00.000000000,1.1922867e-06
2025-01-07T20:30:00.000000000,1.186704e-06
2025-01-07T21:30:00.000000000,1.1811508e-06
2025-01-07T22:30:00.000000000,1.1756858e-06
2025-01-07T23:30:00.000000000,1.1701206e-06
2025-01-08T00:30:00.000000000,1.1643366e-06
2025-01-08T01:30:00.000000000,1.1574301e-06
2025-01-08T02:30:00.000000000,1.1499952e-06
2025-01-08T03:30:00.000000000,1.1375182e-06
2025-01-08T04:30:00.000000000,1.1292257e-06
2025-01-08T05:30:00.000000000,1.1208243e-06
2025-01-08T06:30:00.000000000,1.1101056e-06
2025-01-08T07:30:00.000000000,1.1021124e-06
2025-01-08T08:30:00.000000000,1.0958236e-06
2025-01-08T09:30:00.000000000,1.1703909e-06
2025-01-08T10:30:00.000000000,1.167585e-06
2025-01-08T11:30:00.000000000,1.1666383e-06
2025-01-08T12:30:00.000000000,1.1911272e-06
2025-01-08T13:30:00.000000000,1.1882327e-06
2025-01-08T14:30:00.000000000,1.1841595e-06
2025-01-08T15:30:00.000000000,1.1931813e-06
2025-01-08T16:30:00.000000000,1.1881565e-06
2025-01-08T17:30:00.000000000,1.1825884e-06
2025-01-08T18:30:00.000000000,1.1835808e-06
2025-01-08T19:30:00.000000000,1.177114e-06
2025-01-08T20:30:00.000000000,1.1704079e-06
2025-01-08T21:30:00.000000000,1.1636365e-06
2025-01-08T22:30:00.000000000,1.1567462e-06
2025-01-08T23:30:00.000000000,1.1495529e-06
2025-01-09T00:30:00.000000000,1.1433832e-06
2025-01-09T01:30:00.000000000,1.13537e-06
2025-01-09T02:30:00.000000000,1.1271525e-06
2025-01-09T03:30:00.000000000,1.1403645e-06
2025-01-09T04:30:00.000000000,1.1320068e-06
2025-01-09T05:30:00.000000000,1.1238167e-06
2025-01-09T06:30:00.000000000,1.1301286e-06
2025-01-09T07:30:00.000000000,1.1222378e-06
2025-01-09T08:30:00.000000000,1.1170409e-06
2025-01-09T09:30:00.000000000,1.1850882e-06
2025-01-09T10:30:00.000000000,1.1862033e-06
2025-01-09T11:30:00.000000000,1.1897363e-06
2025-01-09T12:30:00.000000000,1.2257425e-06
2025-01-09T13:30:00.000000000,1.2251635e-06
2025-01-09T14:30:00.000000000,1.222455e-06
2025-01-09T15:30:00.000000000,1.2434865e-06
2025-01-09T16:30:00.000000000,1.2383751e-06
2025-01-09T17:30:00.000000000,1.2327474e-06
2025-01-09T18:30:00.000000000,1.2327428e-06
2025-01-09T19:30:00.000000000,1.2256006e-06
2025-01-09T20:30:00.000000000,1.2180225e-06
2025-01-09T21:30:00.000000000,1.2103893e-06
2025-01-09T22:30:00.000000000,1.2030022e-06
2025-01-09T23:30:00.000000000,1.1955722e-06
2025-01-10T00:30:00.000000000,1.1877307e-06
2025-01-10T01:30:00.000000000,1.1794652e-06
2025-01-10T02:30:00.000000000,1.1712833e-06
2025-01-10T03:30:00.000000000,1.1637485e-06
2025-01-10T04:30:00.000000000,1.1559781e-06
2025-01-10T05:30:00.000000000,1.1485937e-06
2025-01-10T06:30:00.000000000,1.1753087e-06
2025-01-10T07:30:00.000000000,1.1674866e-06
2025-01-10T08:30:00.000000000,1.1611921e-06
2025-01-10T09:30:00.000000000,1.239984e-06
2025-01-10T10:30:00.000000000,1.238368e-06
2025-01-10T11:30:00.000000000,1.2390275e-06
2025-01-10T12:30:00.000000000,1.261553e-06
2025-01-10T13:30:00.000000000,1.2597588e-06
2025-01-10T14:30:00.000000000,1.2559594e-06
2025-01-10T15:30:00.000000000,1.26373e-06
2025-01-10T16:30:00.000000000,1.2578489e-06
2025-01-10T17:30:00.000000000,1.2516329e-06
2025-01-10T18:30:00.000000000,1.2463807e-06
2025-01-10T19:30:00.000000000,1.2398159e-06
2025-01-10T20:30:00.000000000,1.2331697e-06
2025-01-10T21:30:00.000000000,1.2266113e-06
2025-01-10T22:30:00.000000000,1.2201817e-06
2025-01-10T23:30:00.000000000,1.2136804e-06
